Feature 1 (Discrete),Feature 2 (Discrete),Feature 3 (Discrete),Feature 4 (Discrete),Feature 5 (Discrete),Feature 6 (Discrete),Feature 7 (Discrete),Feature 8 (Discrete),Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19 (Discrete),Feature 20 (Discrete),Feature 21 (Discrete),Feature 22 (Discrete),Feature 23 (Discrete),Feature 24,Target Variable (Discrete)
290,0,92,2,1,0,4,0,0.002,500.5,514.1,0.00102003,97.515,94.772,4.1,,,,82,1,6,45,290,41610.2,0
1201,0,313,70,1,1,1,1,87.995,35783.1,35791.5,9.49E-05,0.022,1436.123,5090.2,,,15.02,273,15,0,12,1206,37606.1,1
71,3,25,13,1,0,0,0,0.002,559.2,662.3,0.00738003,98.181,97.004,12.4,12.1,,,28,1,3,11,71,35686.5,4
4,0,1,1,1,1,1,1,-2.995,35788.5,35803.3,0.00017803,0.101,1436.004,2000.4,,,15.03,2,1,1,2,4,40424.3,1
645,3,174,2,1,1,1,1,169.002,35774.4,35798.2,0.00028501,0.021,1436.085,3592.2,2100.1,,15.01,1,1,3,24,645,25522.2,1
44,3,18,2,1,1,1,1,-134.969,35775.1,35797.4,0.00026105,0.012,1436.093,2315.4,907.1,6500.005,15.02,3,1,1,22,44,28154.2,1
472,3,145,2,1,0,1,3,0.002,1412.5,1415.4,0.00019305,52.004,114.105,450.4,350.2,1500.002,10.02,125,34,3,26,472,32265.3,1
762,15,190,16,3,1,1,1,146.065,35778.2,35792.1,0.00016601,0.035,1436.044,5800.4,,,,72,15,12,69,762,29656.3,2
801,7,204,5,3,1,1,1,-15.996,35772.3,35801.2,0.00034403,0.223,1436.093,1282.2,950.3,,,177,6,3,20,801,38977.4,1
796,0,203,14,13,4,1,1,,,,,,,,,,,174,46,22,121,796,,16
715,3,179,2,11,0,1,4,0.002,776.4,779.2,0.00021002,86.405,100.404,689.3,556.3,1400.005,8.02,152,1,4,111,715,24792.3,1
1154,12,290,14,1,1,1,1,0.003,35794.4,35796.3,2.37E-05,0.303,1436.105,5000.4,,,15.03,104,12,2,32,1159,37150.3,1
1395,0,382,14,3,0,2,3,0.005,1017.1,1164.4,0.00985003,63.405,107.102,,,,,104,12,11,85,1400,36415.2,0
1093,3,277,2,2,0,2,3,0.001,1019.5,1205.5,0.01240003,63.405,107.501,,,,,3,1,4,10,1095,37386.4,0
630,3,175,2,1,1,1,1,166.004,35768.4,35801.1,0.00039102,0.132,1436.015,5600.1,,15000.001,15.05,1,1,13,74,630,38356.3,1
15,0,3,2,2,1,1,1,,35700.5,35803.2,0.00122002,4.202,1436.101,6169.1,,,14.02,7,1,1,10,15,39256.2,1
1235,0,324,2,2,0,1,4,0.001,443.3,886.4,0.03150003,120.301,98.005,,,,,283,1,4,10,1240,39473.5,2
1094,3,277,2,2,0,2,3,0.004,1012.3,1203.2,0.01280005,63.401,107.405,6500.1,,,,250,1,4,10,1098,38773.4,0
1397,7,383,5,0,0,1,4,0.004,1479.2,1508.4,0.00184001,82.504,115.804,45.3,,,,24,6,7,59,1402,32953.3,2
760,3,2,2,2,0,4,5,0.005,200.4,1000.4,0.05740003,97.804,97.004,18000.1,10000.2,,5.02,3,1,4,9,760,37348.2,0
606,0,172,27,1,1,1,1,-125.389,35609.4,35642.5,0.00039302,0.061,1427.914,2066.5,860.1,,13.04,20,1,0,13,606,24819.3,1
919,8,239,27,1,2,1,2,0.004,8062.3,8069.4,0.00024202,0.045,287.934,700.5,,1500.002,,30,2,0,90,919,39189.5,1
406,3,123,2,8,0,1,5,0.001,444.3,675.3,0.01670003,99.103,97.701,2.5,,,0.27,109,1,4,47,406,40378.4,5
1410,12,64,14,3,1,1,1,92.225,35759.4,35812.2,0.00062902,0.035,1436.102,,,,,30,2,2,32,1415,33051.1,1
93,12,33,14,1,1,1,1,105.503,35781.3,35793.1,0.00014204,0.075,1436.102,4500.5,,8500.002,15.03,1,1,1,2,93,40107.5,1
283,0,92,2,1,0,4,0,0.001,499.5,516.2,0.00124002,97.511,94.772,4.5,,,,82,1,6,45,283,41609.4,0
825,31,214,1,8,0,9,0,0.002,820.4,821.4,6.95E-05,98.704,101.302,4193.5,3750.1,,5.04,188,7,3,124,825,29499.1,0
543,7,149,5,4,0,1,4,0.002,1497.3,1508.2,0.00069904,82.402,116.001,280.5,,120.002,43958.01,130,6,7,59,543,40552.3,1
1340,0,344,14,3,0,1,0,0.002,520.5,540.4,0.00119004,97.462,95.231,1.4,,,,205,12,10,63,1345,40917.1,2
652,3,175,2,1,1,1,1,-24.517,35768.4,35805.1,0.00043903,0.013,1436.123,4723.1,1984.1,10000.005,13.04,1,1,0,13,652,27438.5,1
89,12,33,14,1,1,1,1,122.245,35784.5,35789.5,5.93E-05,0.004,1436.104,4137.1,2275.4,9500.002,15.01,2,1,1,35,89,27718.5,1
670,3,179,2,11,0,1,4,0.002,776.1,779.4,0.00021002,86.404,100.402,689.3,556.5,1400.004,8.02,152,1,4,111,670,24906.1,1
1361,12,382,14,2,0,1,0,0.002,626.2,668.1,0.00299001,97.904,97.703,,,,,104,12,11,53,1366,37165.3,0
653,3,175,2,1,1,1,1,64.191,35775.1,35796.2,0.00024903,0.012,1436.072,4723.2,1955.5,7000.005,13.01,1,1,0,13,653,27513.3,1
409,0,126,40,6,0,4,0,0.005,890.4,893.1,0.00020701,99.005,102.801,764.4,631.5,600.005,5.04,112,30,4,88,409,28254.2,0
755,0,188,50,3,0,4,0,0.002,612.4,636.2,0.00172002,97.994,97.195,185.1,,55.002,7.02,159,26,5,11,755,40010.4,0
13,0,2,2,2,1,2,1,103.005,35613.4,35903.2,0.00344001,7.514,1437.195,5000.4,,,,6,1,1,9,13,41584.2,0
77,12,28,14,1,1,1,1,51.471,35779.5,35790.3,0.00013003,5.893,1436.031,1383.1,726.2,,,29,1,2,31,77,23943.2,1
1078,38,274,66,1,0,1,0,0.003,696.3,780.2,0.00591003,98.101,99.603,12.4,,,,245,55,3,30,1078,28370.1,2
974,3,245,2,1,0,1,3,0.003,620.3,739.5,0.00844001,47.005,98.341,172.2,,400.003,5.02,213,1,1,2,974,40086.5,1
1219,2,71,28,3,0,1,0,0.004,593.3,626.2,0.00236003,97.815,96.885,150.1,,275.004,2.04,277,24,5,11,1224,39422.2,2
574,15,161,1,3,0,1,0,0.004,670.3,696.3,0.00184004,98.103,98.402,700.2,530.5,1000.005,3.05,133,38,20,104,574,29479.4,5
1141,12,284,14,3,0,1,0,0.002,623.5,650.2,0.00193003,97.992,97.445,,,,,259,12,10,54,1146,38860.5,2
1382,0,382,14,2,0,2,3,0.002,1083.5,1093.1,0.00067003,63.423,107.015,,,,,104,12,11,85,1387,40339.1,0
1363,12,382,14,2,0,1,0,0.005,506.1,507.4,7.27E-05,97.404,94.804,,,,,313,12,10,54,1368,37941.5,0
54,3,18,2,1,1,1,1,-136.936,35773.1,35798.1,0.00029701,0.015,1436.083,1935.5,912.4,6500.002,15.05,20,1,0,25,54,26495.2,1
395,12,121,14,3,0,3,0,0.002,820.4,835.5,0.00104001,98.605,101.505,2300.1,,,,106,12,10,85,395,32958.2,0
239,8,61,27,1,0,4,0,0.004,636.5,661.4,0.00178004,98.003,97.691,447.3,,,10.01,56,26,9,16,239,40717.5,0
356,4,112,1,1,1,1,1,48.005,35777.4,35797.5,0.00023702,0.094,1436.124,5102.3,2060.2,,15.01,30,14,0,19,356,38992.2,1
371,4,112,1,1,1,1,1,9.004,35714.2,35856.3,0.00168003,0.134,1436.015,6150.3,3200.2,11000.005,15.02,10,7,3,5,371,37258.2,1
502,4,145,2,1,0,1,3,0.004,1370.3,1391.4,0.00135005,52.014,113.963,700.4,,1700.005,15.05,30,14,3,93,502,39072.5,1
40,10,16,8,1,1,1,1,-60.997,35767.3,35805.4,0.00045103,0.033,1436.083,5465.1,,15300.002,15.03,10,7,0,12,40,35942.4,1
490,4,145,2,1,0,1,3,0.002,1413.1,1414.5,6.43E-05,52.002,114.102,700.3,,1700.002,15.04,30,14,3,94,490,38040.2,1
256,0,92,2,1,0,4,3,0.001,398.4,401.3,0.00022205,51.605,92.551,4.3,,,,82,1,15,68,256,40737.1,0
1094,3,277,2,2,0,2,3,0.005,1012.2,1203.1,0.01280003,63.404,107.404,6500.1,,,,250,1,4,10,1097,38758.4,0
1032,0,264,1,1,1,1,1,2.855,35786.3,35787.3,1.19E-05,0.014,1436.101,3050.3,1390.3,,15.02,30,2,0,12,1032,36831.3,1
733,0,58,18,3,1,1,1,111.703,35699.2,35834.5,0.00160004,30.044,1435.062,1425.3,598.3,1600.004,12.04,145,18,6,115,733,40547.2,14
1175,0,180,2,3,0,3,0,0.001,660.2,686.1,0.00185003,98.134,98.211,,,,3.02,266,1,4,47,1180,40376.1,0
1142,12,284,14,3,0,1,0,0.005,624.1,651.2,0.00193001,97.995,97.462,,,,,259,12,10,54,1147,38861.4,2
1388,0,382,14,2,0,1,0,0.002,628.5,656.5,0.00200003,98.072,97.574,2700.4,,,,104,12,11,53,1393,41473.4,0
1339,0,344,14,3,0,1,0,0.002,520.3,540.3,0.00119004,97.462,95.235,1.3,,,,205,12,10,63,1344,40916.2,2
527,7,40,5,5,2,1,3,0.005,19130.1,19162.4,0.00062702,64.825,676.384,1415.5,,1000.002,7.02,101,6,7,95,527,37938.4,6
1144,12,120,14,3,0,1,0,0.003,785.2,803.3,0.00126001,98.503,100.805,300.1,,,,166,12,11,53,1149,33433.5,0
1284,0,346,14,0,0,1,0,0.002,466.3,485.5,0.00139005,97.322,94.105,3.3,,,,289,12,11,134,1289,40927.1,2
